"","crdc_id","year","fips","school_name","ncessch","leaid","charter","white","black","hispanic","asian","amindian_alnative","hi_native_islander","two_or_more","total_enrollment","enrl_ap_white","enrl_ap_black","enrl_ap_hispanic","enrl_ap_asian","enrl_ap_ind_natv","enrl_ap_hinatv_islndr","enrl_ap_two_or_more","enrl_ib_white","enrl_ib_black","enrl_ib_hispanic","enrl_ib_asian","enrl_ib_ind_natv","enrl_ib_hinatv_islndr","enrl_ib_two_or_more","enrl_gt_white","enrl_gt_black","enrl_gt_hispanic","enrl_gt_asian","enrl_gt_ind_natv","enrl_gt_hi_natv_islndr","enrl_gt_two_or_more"
"574","040010301724",2015,4,"Ombudsman - Charter West","040010301724",400103,1,103,4,43,4,4,0,0,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","040010301724",2015,4,"Ombudsman - Charter West","040010301724",400103,1,103,4,43,4,4,0,0,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","040010301724",2015,4,"Ombudsman - Charter West","040010301724",400103,1,103,4,43,4,4,0,0,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","040010301724",2015,4,"Ombudsman - Charter West","040010301724",400103,1,103,4,43,4,4,0,0,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","040010301724",2015,4,"Ombudsman - Charter West","040010301724",400103,1,103,4,43,4,4,0,0,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","040010301724",2015,4,"Ombudsman - Charter West","040010301724",400103,1,103,4,43,4,4,0,0,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","040010301724",2015,4,"Ombudsman - Charter West","040010301724",400103,1,103,4,43,4,4,0,0,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","040010301724",2015,4,"Ombudsman - Charter West","040010301724",400103,1,103,4,43,4,4,0,0,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","040081199996",2015,4,"Ombudsman - Charter West","040010301724",400103,1,103,4,43,4,4,0,0,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","040081199996",2015,4,"Ombudsman - Charter West","040010301724",400103,1,103,4,43,4,4,0,0,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","040081199996",2015,4,"Ombudsman - Charter West","040010301724",400103,1,103,4,43,4,4,0,0,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","040081199996",2015,4,"Ombudsman - Charter West","040010301724",400103,1,103,4,43,4,4,0,0,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","040081199996",2015,4,"Ombudsman - Charter West","040010301724",400103,1,103,4,43,4,4,0,0,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","040081199996",2015,4,"Ombudsman - Charter West","040010301724",400103,1,103,4,43,4,4,0,0,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","040081199996",2015,4,"Ombudsman - Charter West","040010301724",400103,1,103,4,43,4,4,0,0,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","040081199996",2015,4,"Ombudsman - Charter West","040010301724",400103,1,103,4,43,4,4,0,0,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","530771001239",2015,53,"Roosevelt High School","530771001239",5307710,0,1156,85,145,196,7,2,121,1712,751,40,79,127,4,2,76,NA,NA,NA,NA,NA,NA,NA,55,0,4,7,0,0,4
"591","530771002635",2015,53,"Cascade Parent Partnership Program","530771002635",5307710,0,106,10,5,13,2,2,40,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0
"592","063384010600",2015,6,"West Campus","063384010600",633840,0,157,52,292,292,4,4,55,856,79,19,100,127,2,2,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","292280001293",2015,29,"WINNETONKA HIGH","292280001293",2922800,0,799,202,178,31,10,10,82,1312,118,28,19,5,0,0,16,NA,NA,NA,NA,NA,NA,NA,79,4,4,7,0,0,7
"594","062271003330",2015,6,"San Pedro Senior High","062271003330",622710,0,475,181,1690,82,19,22,22,2491,217,43,529,46,7,10,7,NA,NA,NA,NA,NA,NA,NA,169,28,310,31,4,7,7
"595","482892009049",2015,48,"MANSFIELD SUMMIT H S","482892009049",4828920,0,526,829,511,166,5,2,76,2115,214,226,160,94,0,2,25,NA,NA,NA,NA,NA,NA,NA,61,19,28,22,0,0,7
"596","062271003387",2015,6,"Taft Charter High","062271003387",622710,1,991,271,907,214,10,7,40,2440,304,19,97,73,2,4,7,NA,NA,NA,NA,NA,NA,NA,376,40,190,97,5,0,10
"597","062271010862",2015,6,"Northridge Academy High","062271010862",622710,0,199,37,721,100,2,4,10,1073,49,2,118,28,0,2,4,NA,NA,NA,NA,NA,NA,NA,37,7,106,22,2,0,4
"598","480004908230",2015,48,"BURNETT-BAYLAND REHABILITATION CENTER","480004908230",4800049,1,13,49,40,0,0,0,0,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","063801012846",2015,6,"Pacific Law Academy","063801012846",638010,0,28,16,136,16,2,4,10,212,16,7,58,7,2,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","470318001257",2015,47,"Antioch High School","470318001257",4703180,0,547,859,658,67,2,2,7,2142,112,103,94,19,0,0,0,10,7,7,2,0,0,0,NA,NA,NA,NA,NA,NA,NA
"601","062271012270",2015,6,"RFK Community Schools-Los Angeles High School of the Arts","062271012270",622710,0,10,13,340,64,0,2,4,433,4,2,40,25,0,0,2,NA,NA,NA,NA,NA,NA,NA,2,2,37,19,0,0,0
"602","470014801147",2015,47,"Memphis Adult High School","470014801147",4700148,0,19,505,43,4,0,0,7,578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","481970001839",2015,48,"CARTER-RIVERSIDE H S","481970001839",4819700,0,67,76,1156,43,0,0,7,1349,10,16,259,16,0,0,4,NA,NA,NA,NA,NA,NA,NA,4,4,94,4,0,0,4
"604","290059003181",2015,29,"FRONTIER SCHL OF EXCELLENCE-U","290059003181",2900590,1,10,121,49,7,0,0,2,189,2,2,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","261200004669",2015,26,"Cass Technical High School","261200004669",2612000,0,37,1999,115,217,4,0,2,2374,16,253,28,64,0,0,2,13,457,25,52,2,0,0,NA,NA,NA,NA,NA,NA,NA
"606","120048002745",2015,12,"FIRST COAST HIGH SCHOOL","120048002745",1200480,0,685,1150,109,49,2,4,55,2054,106,73,16,10,0,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","040301000231",2015,4,"Flowing Wells High School","040301000231",403010,0,1201,61,403,28,46,7,13,1759,310,7,328,13,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","062805004315",2015,6,"Skyline High","062805004315",628050,0,121,586,748,301,16,22,64,1858,31,85,112,130,4,4,10,NA,NA,NA,NA,NA,NA,NA,25,43,85,97,2,4,10
"609","062271007751",2015,6,"Belmont Senior High","062271007751",622710,0,37,28,823,58,0,0,16,962,4,0,205,22,0,0,2,NA,NA,NA,NA,NA,NA,NA,2,2,82,4,0,0,0
"610","063459006645",2015,6,"Liberty High (Alternative)","063459006645",634590,0,46,10,238,7,2,0,4,307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","320006000595",2015,32,"Shadow Ridge High School","320006000595",3200060,0,1342,487,709,124,19,49,205,2935,187,22,49,16,2,4,19,NA,NA,NA,NA,NA,NA,NA,10,2,7,2,0,0,4
"612","320006000609",2015,32,"Odyssey Charter High School","320006000609",3200060,1,598,130,430,28,10,10,100,1306,76,7,19,7,2,2,13,NA,NA,NA,NA,NA,NA,NA,2,2,4,0,0,0,0
"613","320006000666",2015,32,"Andre Agassi College Preparatory Academy","320006000666",3200060,1,7,523,133,4,4,0,25,696,0,25,2,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,0,2,2,0,0,0,2
"614","480026612090",2015,48,"HARMONY SCIENCE ACADEMY - LAREDO","480026612090",4800266,1,19,4,649,7,0,0,2,681,0,0,70,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,4,64,4,0,0,0
"615","062271011652",2015,6,"Arleta High","062271011652",622710,0,28,16,1360,22,2,4,4,1436,4,2,106,4,0,0,2,NA,NA,NA,NA,NA,NA,NA,0,0,157,4,0,0,0
"616","130012003567",2015,13,"South Atlanta School of Health and Medical Science","130012003567",1300120,0,0,259,19,0,0,0,2,280,0,34,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,16,0,0,0,0,0
"617","061954012155",2015,6,"Mira Monte High","061954012155",619540,0,82,109,1921,34,7,2,2,2157,4,5,250,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,7,274,10,2,0,0
"618","480017999999",2015,48,"ATHLOS LEADERSHIP ACADEMY","480017908438",4800179,1,64,145,934,4,0,4,16,1167,0,2,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,4,16,0,0,0,0
"619","180011200825",2015,18,"Emmerich Manual High School","180011200825",1800112,0,286,163,55,85,0,0,31,620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","062271003108",2015,6,"John F. Kennedy High","062271003108",622710,0,199,64,1681,127,7,4,13,2095,34,7,328,46,4,0,2,NA,NA,NA,NA,NA,NA,NA,46,10,331,22,4,0,0
"621","062271012295",2015,6,"Edward R. Roybal Learning Center","062271012295",622710,0,10,25,961,97,0,2,10,1105,0,7,262,34,0,2,4,NA,NA,NA,NA,NA,NA,NA,4,4,112,13,0,0,2
"622","040039402323",2015,4,"Precision Academy","040039402323",400394,1,2,2,106,0,0,0,0,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","480001609602",2015,48,"HOUSTON CAN ACADEMY - HOBBY","480001609602",4800016,1,382,154,385,0,7,2,7,937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","180002402258",2015,18,"Indiana School For The Deaf","180002402258",1800024,0,184,34,37,10,0,0,13,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","069111109473",2015,6,"S.F. County Special Education","069111109473",691111,0,40,16,133,67,2,0,16,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","130012003551",2015,13,"South Atlanta School of Computer Animation and Design","130012003551",1300120,0,2,274,19,0,0,0,2,297,2,28,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,13,2,0,0,0,0
"627","483312002944",2015,48,"REDDIX CENTER","483312002944",4833120,0,52,13,145,4,0,4,4,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","403024001596",2015,40,"CENTRAL HS","403024001596",4030240,0,85,373,43,2,25,4,52,584,13,43,4,0,4,0,7,NA,NA,NA,NA,NA,NA,NA,7,28,4,0,2,0,4
"629","040041701588",2015,4,"AAEC - SMCC Campus","040041701588",400417,1,37,49,340,4,4,4,0,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","040036702303",2015,4,"Pima Partnership School  The","040036702303",400367,1,22,16,181,0,22,0,4,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","040033202165",2015,4,"Crown Point High School","040033202165",400332,1,4,2,67,2,2,0,4,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","484068006790",2015,48,"ALTERNATIVE SCHOOL","484068006790",4840680,0,0,0,22,0,0,0,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","480005412504",2015,48,"KIPP SUNNYSIDE H S","480005412504",4800054,1,2,361,133,2,4,0,2,504,2,91,46,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","063801012644",2015,6,"Health Careers Academy","063801012644",638010,0,28,37,304,61,4,28,5,467,7,4,40,13,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","402277001130",2015,40,"DOUGLASS HS","402277001130",4022770,0,13,349,22,2,10,2,16,414,2,43,4,0,2,0,4,NA,NA,NA,NA,NA,NA,NA,2,13,0,0,2,0,0
"636","480009808169",2015,48,"JEAN MASSIEU ACADEMY","480009808169",4800098,1,10,37,145,0,19,2,19,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","482526011897",2015,48,"TIMBER CREEK H S","482526011897",4825260,0,1753,289,739,178,16,4,97,3076,643,88,268,97,4,0,40,NA,NA,NA,NA,NA,NA,NA,259,10,67,31,4,0,13
"638","480001607910",2015,48,"HOUSTON CAN ACADEMY - NORTH","480001607910",4800016,1,385,331,415,2,34,0,4,1171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","069100709220",2015,6,"Fresno County Special Education Local Plan","069100709220",691007,0,79,31,406,52,7,2,55,632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","482364002583",2015,48,"SHARPSTOWN H S","482364002583",4823640,0,46,358,1132,34,2,0,7,1579,10,58,331,13,0,0,4,NA,NA,NA,NA,NA,NA,NA,2,7,52,4,0,0,4
"641","210186001669",2015,21,"Paul Laurence Dunbar High School","210186001669",2101860,0,1249,370,427,178,4,0,61,2289,484,46,28,136,2,0,16,NA,NA,NA,NA,NA,NA,NA,106,4,2,88,0,0,7
"642","180009402487",2015,18,"IN Math & Science Acad North","180009402487",1800094,1,34,499,55,7,4,0,61,660,2,13,7,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","261200004703",2015,26,"King High School","261200004703",2612000,0,7,1486,0,2,4,0,0,1499,4,226,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","292928001994",2015,29,"ROOSEVELT HIGH","292928001994",2929280,0,55,403,19,7,2,0,0,486,4,25,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","402277001119",2015,40,"CAPITOL HILL HS","402277001119",4022770,0,151,190,1075,10,64,2,10,1502,16,16,115,4,5,0,0,NA,NA,NA,NA,NA,NA,NA,19,10,94,4,7,0,2
"646","040020201959",2015,4,"Academy of Tucson High School","040020201959",400202,1,106,10,31,4,2,2,7,162,13,2,4,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","062271012871",2015,6,"Dr. Maya Angelou Community High","062271012871",622710,0,5,103,1000,0,0,2,4,1114,0,4,145,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,4,58,0,0,0,0
"648","480007513173",2015,48,"RICHARD MILBURN ACADEMY HOUSTON (SUBURBAN)","480007513173",4800075,1,2,58,82,2,2,0,2,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","470014801015",2015,47,"Avon Lenox School","470014801015",4700148,0,19,106,7,2,2,0,4,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","061954002345",2015,6,"Highland High","061954002345",619540,0,385,112,1348,67,22,2,25,1961,88,10,220,28,4,0,4,NA,NA,NA,NA,NA,NA,NA,112,16,238,25,4,2,4
"651","400077102328",2015,40,"DOVE SCIENCE ACADEMY (OKC)","400077102328",4000771,1,52,49,361,19,7,0,2,490,10,13,55,10,4,0,0,NA,NA,NA,NA,NA,NA,NA,25,16,118,7,4,0,2
"652","040005300754",2015,4,"Heritage Academy","040005300754",400053,1,577,10,100,16,4,7,4,718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","291640000880",2015,29,"EAST HIGH SCHOOL","291640000880",2916400,0,73,268,394,100,4,0,0,839,7,7,10,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,4,7,2,0,0,0
"654","063441003976",2015,6,"Marshall (Thurgood) High","063441003976",634410,0,7,43,199,166,2,13,4,434,0,0,4,31,0,0,2,NA,NA,NA,NA,NA,NA,NA,0,4,10,13,0,2,2
"655","470014801085",2015,47,"Hillcrest High School","470014801085",4700148,0,4,484,16,2,0,2,10,518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","480025209536",2015,48,"TEXAS SCHOOL FOR THE BLIND","480025209536",4800252,0,70,22,52,5,2,2,2,155,0,2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","470014801122",2015,47,"Mitchell High School","470014801122",4700148,0,4,523,2,0,0,0,10,539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","402529001871",2015,40,"PUTNAM CITY NORTH HS","402529001871",4025290,0,760,601,178,115,49,7,112,1822,202,61,31,49,10,2,19,NA,NA,NA,NA,NA,NA,NA,322,67,34,46,19,2,28
"659","110001900423",2015,11,"Washington Latin PCS Upper School","110001900423",1100019,1,100,181,43,10,2,0,4,340,31,16,7,4,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","062223010314",2015,6,"Bear Creek High","062223010314",622230,0,316,301,655,607,7,31,61,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,31,115,163,2,4,13
"661","320006000007",2015,32,"Basic High School","320006000007",3200060,0,1009,313,832,112,22,40,121,2449,184,22,97,25,2,2,13,NA,NA,NA,NA,NA,NA,NA,16,4,4,0,0,0,4
"662","062271012946",2015,6,"Valley Academy of Arts and Sciences","062271012946",622710,0,271,64,703,127,7,7,25,1204,133,25,286,76,2,5,7,NA,NA,NA,NA,NA,NA,NA,64,10,115,28,5,0,4
"663","180477000799",2015,18,"Arlington Community High School","180477000799",1804770,0,13,277,22,0,0,0,7,319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,0,0,0,0,0
"664","482364006270",2015,48,"COMMUNITY SERVICES-SEC","482364006270",4823640,0,19,28,49,4,2,2,0,104,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","180010802503",2015,18,"Damar Charter Academy","180010802503",1800108,1,109,43,2,2,0,0,10,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","470014802081",2015,47,"Hollis F. Price Middle College High School","470014802081",4700148,0,0,103,4,0,0,0,2,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","040037302311",2015,4,"Tucson International Academy","040037302311",400373,1,52,4,46,4,0,0,0,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","061233001414",2015,6,"Valley High","061233001414",612330,0,52,319,613,364,7,46,55,1456,13,55,190,184,2,16,16,NA,NA,NA,NA,NA,NA,NA,2,4,10,16,0,4,4
"669","063384011078",2015,6,"Arthur A. Benjamin Health Professions High","063384011078",633840,0,16,52,106,25,0,10,4,213,2,0,10,7,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","120048002816",2015,12,"DARNELL COOKMAN MIDDLE/HIGH SCHOOL","120048002816",1200480,0,253,535,106,199,4,4,55,1156,82,208,40,61,0,4,16,NA,NA,NA,NA,NA,NA,NA,46,34,13,31,2,0,13
"671","060243000137",2015,6,"Norte Vista High","060243000137",602430,0,115,40,2044,34,4,7,7,2251,19,5,397,13,2,2,2,16,2,250,10,2,2,2,10,0,115,7,0,2,4
"672","180477000856",2015,18,"John Marshall Community High Sch","180477000856",1804770,0,19,346,55,0,0,0,7,427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,0,0,0,0,0
"673","180009802474",2015,18,"Indiana Connections Academy","180009802474",1800098,1,3046,238,274,49,13,0,181,3801,58,5,2,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,70,4,4,2,0,0,4
"674","260099308233",2015,26,"Jalen Rose Leadership Academy","260099308233",2600993,1,0,421,0,0,0,0,0,421,0,49,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","480142412755",2015,48,"GLOBAL LEARNING VILLAGE","480142412755",4801424,1,0,166,4,0,0,0,0,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","063441005587",2015,6,"Balboa High","063441005587",634410,0,55,88,439,673,4,34,13,1306,13,2,40,181,0,2,0,NA,NA,NA,NA,NA,NA,NA,25,7,76,226,2,10,2
"677","150003000221",2015,15,"Governor Wallace Rider Farrington High School","150003000221",1500030,0,25,13,31,1474,7,763,52,2365,4,2,2,142,2,16,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,0,2,0
"678","470014801016",2015,47,"B T Washington High School","470014801016",4700148,0,0,559,2,0,0,0,10,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","480020712092",2015,48,"PREMIER H S OF NORTH AUSTIN","480020712092",4800207,1,61,7,91,4,4,0,7,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","480024112260",2015,48,"HARMONY SCIENCE ACADEMY PFLUGERVILLE","480024112260",4800241,1,136,88,421,142,2,0,22,811,31,10,76,46,0,0,7,NA,NA,NA,NA,NA,NA,NA,13,7,16,28,0,0,4
"681","290001402743",2015,29,"HOGAN PREPARATORY ACADEMY","290001402743",2900014,1,2,322,2,0,0,0,2,328,0,67,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","260013901488",2015,26,"Cesar Chavez High School","260013901488",2600139,1,31,43,646,0,0,0,7,727,4,7,58,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","040817003316",2015,4,"Sunnyside Online Success Academy","040817003316",408170,0,4,2,16,2,0,0,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","480017408403",2015,48,"GATEWAY ACADEMY-TOWNLAKE CHARTER H S","480017408403",4800174,1,2,0,259,0,0,0,0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","480024112787",2015,48,"HARMONY SCHOOL OF POLITICAL SCIENCE AND COMMUNICAT","480024112787",4800241,1,292,139,145,295,13,0,31,915,25,10,4,13,0,0,4,NA,NA,NA,NA,NA,NA,NA,31,7,7,52,0,0,4
"686","063459005732",2015,6,"Pioneer High","063459005732",634590,0,694,46,529,259,7,10,31,1576,244,19,154,118,4,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","040082103226",2015,4,"Arizona Collegiate High School","040082103226",400821,1,10,13,136,0,4,0,2,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","470014802245",2015,47,"Memphis School of Excellence","470014802245",4700148,1,5,343,97,4,0,0,4,453,0,10,7,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,0,0,0
"689","480020712102",2015,48,"PREMIER H S OF EL PASO","480020712102",4800207,1,13,4,151,2,0,0,0,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","063315005154",2015,6,"John W. North High","063315005154",633150,0,241,253,1618,106,7,7,43,2275,64,46,277,61,0,2,13,34,16,94,37,0,0,4,46,10,109,25,2,2,4
"691","370472001830",2015,37,"Athens Drive High","370472001830",3704720,0,895,499,349,112,7,2,64,1928,376,37,28,46,0,0,22,NA,NA,NA,NA,NA,NA,NA,400,22,16,31,0,2,16
"692","040016001779",2015,4,"Vision Charter School","040016001779",400160,1,4,2,28,0,4,0,0,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","062271012370",2015,6,"RFK Community Schools-for the Visual Arts and Humanities","062271012370",622710,0,4,10,364,52,2,4,4,440,2,4,55,19,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,40,7,0,0,0
"694","063441005617",2015,6,"Washington (George) High","063441005617",634410,0,175,82,316,1414,10,16,28,2041,31,10,13,328,2,2,2,NA,NA,NA,NA,NA,NA,NA,64,13,49,586,2,7,7
"695","480020708404",2015,48,"PREMIER H S OF LAREDO","480020708404",4800207,1,2,2,139,0,0,0,0,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","061954002041",2015,6,"Centennial High","061954002041",619540,0,1162,49,616,97,19,4,37,1984,259,7,100,46,2,2,7,NA,NA,NA,NA,NA,NA,NA,382,13,145,58,4,4,16
"697","480020708366",2015,48,"PREMIER H S OF FORT WORTH","480020708366",4800207,1,25,31,64,2,2,2,2,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
